Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S28007200192,09/21/2015,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29,Des Moines,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43145,Bacardi Pineapple Fusion,12,750,$8.26,$12.39,4,$49.56,3.00,0.79
S17507800159,02/20/2014,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77,Polk,1012200,SCOTCH WHISKIES,370,Pernod Ricard USA/Austin Nichols,9426,Passport Scotch,12,750,$6.25,$9.74,2,$19.48,1.50,0.40
S07309000002,08/27/2012,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77,Polk,1081330,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,$7.35,$11.02,12,$132.24,12.00,3.17
S06272700049,06/27/2012,4619,Smokin' Joe's #3 Tobacco and Liquor,1737 AVE H,FORT MADISON,52627,"1737 AVE H
FORT MADISON 52627
(40.63021, -91.329824)",56,Lee,1012100,CANADIAN WHISKIES,85,Brown-Forman Corporation,12464,Canadian Mist Whisky,24,375,$2.89,$4.34,1,$4.34,0.38,0.10
S21618100077,10/07/2014,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,"2608 E. CENTRAL AVENUE
ESTHERVILLE 51334
",32,Emmet,1022100,TEQUILA,395,Proximo,89198,Jose Cuervo Especial Reposado Tequila,6,1750,$20.25,$30.38,6,$182.28,10.50,2.77
S21342300094,09/22/2014,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)",43,Harrison,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57129,Chi-Chi's Mexican Mudslide,6,1750,$6.50,$9.75,2,$19.50,3.50,0.92
S09391500015,12/10/2012,4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,"1505 SOUTH B AVE
NEVADA 50201
(42.009797, -93.439899)",85,Story,1062310,SPICED RUM,260,Diageo Americas,43244,Captain Morgan 100 Proof Spiced Rum,12,750,$10.00,$14.99,1,$14.99,0.75,0.20
S23997700093,02/11/2015,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82,Scott,1022100,TEQUILA,478,Trinchero Family Estates,89885,Tres Agaves Anejo,6,750,$20.17,$30.26,24,$726.24,18.00,4.76
S05120700023,04/18/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,34561,Pearl Coconut Vodka,12,750,$7.85,$11.78,1,$11.78,0.75,0.20
S11497700010,04/08/2013,4233,Fareway Stores #815 / Cresco,112 S ELM ST,CRESCO,52136,"112 S ELM ST
CRESCO 52136
(43.371038, -92.116904)",45,Howard,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,31656,Paramount Gin,12,750,$3.39,$5.09,12,$61.08,9.00,2.38
S16457000094,12/23/2013,2524,Hy-Vee Food Store / Dubuque,3500 DODGE ST,DUBUQUE,52001,"3500 DODGE ST
DUBUQUE 52001
",31,Dubuque,1022100,TEQUILA,395,Proximo,87510,1800 Silver Tequila,12,750,$14.50,$21.74,3,$65.22,2.25,0.59
S15513300124,11/04/2013,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78,Pottawattamie,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26823,Jack Daniels Old #7 Black Lbl,48,200,$3.94,$5.91,4,$23.64,0.80,0.21
S04010700013,02/09/2012,2838,CVS Pharmacy #8658 / Davenport,1655 W KIMBERLY RD,DAVENPORT,52806,"1655 W KIMBERLY RD
DAVENPORT 52806
(41.559969, -90.600088)",82,Scott,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,$4.30,$6.45,6,$38.70,2.25,0.59
S22624300008,11/25/2014,4370,Kum & Go #240 / North Ave Norwalk,530 NORTH AVE,NORWALK,50211,"530 NORTH AVE
NORWALK 50211
(41.475381, -93.681862)",91,Warren,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,$10.45,$15.68,6,$94.08,10.50,2.77
S28203000049,09/30/2015,4295,Nat Food Mart #1 / Hubbell,3804 HUBBELL,DES MOINES,50317,"3804 HUBBELL
DES MOINES 50317
(41.630651, -93.541733)",77,Polk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36304,Hawkeye Vodka,24,375,$2.07,$3.11,24,$74.64,9.00,2.38
S06089600012,06/18/2012,2152,Dugans Supermarket,202 4TH NORTH,ROCKWELL,50469,"202 4TH NORTH
ROCKWELL 50469
(42.987393, -93.188018)",17,Cerro Gordo,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11774,Black Velvet,24,375,$3.07,$4.60,3,$13.80,1.12,0.30
S07203800013,08/20/2012,4720,Chariton BP,"107, EAST GRACE",CHARITON,50049,"107, EAST GRACE
CHARITON 50049
(41.005257, -93.293445)",59,Lucas,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,$8.99,$13.49,6,$80.94,10.50,2.77
S13056200014,06/27/2013,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77,Polk,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37347,Phillips Vodka,12,1000,$4.28,$6.42,12,$77.04,12.00,3.17
S14255400037,10/11/2013,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,"2181 LOGAN AVE
WATERLOO 50703
(42.530476, -92.337583)",07,Black Hawk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32238,Seagrams Extra Dry Gin,6,1750,$11.99,$17.99,12,$215.88,21.00,5.55
S15270300136,10/22/2013,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,"901 KELLY ST
CHARLES CITY 50616
(43.066994, -92.675562)",34,Floyd,1012210,SINGLE MALT SCOTCH,65,Jim Beam Brands,5606,McClelland Islay,12,750,$13.01,$19.51,2,$39.02,1.50,0.40
S19836400070,06/30/2014,3621,"Jensen Liquors, Ltd.",615  2ND AVE,SHELDON,51201,"615 2ND AVE
SHELDON 51201
(43.18463, -95.854736)",71,O'Brien,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64864,Fireball Cinnamon Whisky,24,375,$5.33,$8.00,4,$32.00,1.50,0.40
S08355000051,10/16/2012,2601,Hy-Vee Food Store / Fairfield,1300 WEST BURLINGTON AVE,FAIRFIELD,52556,"1300 WEST BURLINGTON AVE
FAIRFIELD 52556
(41.006456, -91.978702)",51,Jefferson,1081200,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,$12.50,$18.75,6,$112.50,4.50,1.19
S25422100013,05/04/2015,4991,Fasttrak,24687 HWY 13 N,ELKADER,52043,"24687 HWY 13 N
ELKADER 52043
(42.864215, -91.387611)",22,Clayton,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,$9.70,$14.93,6,$89.58,10.50,2.77
S24729000003,03/25/2015,4134,Pleasantville Grocery,105 W MONROE ST,PLEASANTVILLE,50225,"105 W MONROE ST
PLEASANTVILLE 50225
",63,Marion,1031080,VODKA 80 PROOF,55,Sazerac North America,35315,Barton Vodka Pet,12,750,$3.37,$5.06,12,$60.72,9.00,2.38
S11164300120,03/19/2013,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23,Clinton,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,$8.66,$12.99,12,$155.88,9.00,2.38
S22091900017,10/29/2014,2609,Hy-Vee Drugstore #2 / Ames,500 MAIN ST,AMES,50010,"500 MAIN ST
AMES 50010
(42.024995, -93.618248)",85,Story,1042100,IMPORTED DRY GINS,370,Pernod Ricard USA/Austin Nichols,28086,Beefeater Gin,12,750,$10.99,$16.49,2,$32.98,1.50,0.40
S26446700040,06/26/2015,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,"3235 OAKLAND ROAD NE
CEDAR RAPIDS 52402
(42.010972, -91.658105)",57,Linn,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11773,Black Velvet,48,200,$1.56,$2.34,6,$14.04,1.20,0.32
S28313800043,10/06/2015,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6TH ST SW,CEDAR RAPIDS,52404,"1520 6TH ST SW
CEDAR RAPIDS 52404
(41.96233, -91.677063)",57,Linn,1062310,SPICED RUM,380,Phillips Beverage Company,42984,Trader Vics Private Selection Spiced Rum,6,1750,$10.00,$15.00,6,$90.00,10.50,2.77
S06447000116,07/06/2012,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,"4035 MT. VERNON ROAD S.E.
CEDAR RAPIDS 52403
(41.976831, -91.61041)",57,Linn,1032200,IMPORTED VODKA - MISC,395,Proximo,35964,Three Olives Loopy Flavored Vodka,12,750,$11.16,$16.74,4,$66.96,3.00,0.79
S12208700022,05/14/2013,4171,"Brothers Market, Inc. / Cascade",105 SE NIXON ST,CASCADE,52033,"105 SE NIXON ST
CASCADE 52033
(42.3036, -90.993859)",31,Dubuque,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,54647,Arrow Blackberry Flav Brandy,12,1000,$6.38,$9.56,2,$19.12,2.00,0.53
S11312300024,03/27/2013,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77,Polk,1081305,APPLE SCHNAPPS,65,Jim Beam Brands,82600,Dekuyper Sour Apple Pucker Pet,6,1750,$11.54,$17.31,1,$17.31,1.75,0.46
S09547600239,12/18/2012,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23,Clinton,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA         .,65896,Metaxa Ouzo,12,750,$9.49,$14.24,3,$42.72,2.25,0.59
S03726700053,01/24/2012,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31,Dubuque,1012200,SCOTCH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",5106,Grant's Blended Scotch,12,750,$10.41,$15.62,2,$31.24,1.50,0.40
S06136900067,06/19/2012,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78,Pottawattamie,1031080,VODKA 80 PROOF,461,Campari(skyy),37988,Skyy Vodka,6,1750,$13.92,$22.50,3,$67.50,5.25,1.39
S24773300008,03/30/2015,3747,T-N-T Liquor,110 SOUTH MAIN,SIGOURNEY,52591,"110 SOUTH MAIN
SIGOURNEY 52591
(41.333611, -92.20511)",54,Keokuk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36305,Hawkeye Vodka,12,750,$3.34,$5.01,12,$60.12,9.00,2.38
S29323600006,11/30/2015,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,"1501 FIRST AVENUE EAST
NEWTON 50208
(41.69916, -93.034293)",50,Jasper,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,$11.75,$17.63,12,$211.56,12.00,3.17
S22613100032,11/25/2014,2550,Hy-Vee Food Store / Osceola,510 WEST MCLANE,OSCEOLA,50213,"510 WEST MCLANE
OSCEOLA 50213
(41.030575, -93.772951)",20,Clarke,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41989,Uv Cake Vodka,12,750,$6.50,$9.75,1,$9.75,0.75,0.20
S10047500076,01/15/2013,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1062310,SPICED RUM,260,Diageo Americas,43296,Captain Morgan Silver Spiced Rum,12,750,$8.50,$12.74,4,$50.96,3.00,0.79
S21166900005,09/11/2014,4911,Casey's General Store #1061 / Prince,"500, HWY 67 N",PRINCETON,52768,"500, HWY 67 N
PRINCETON 52768
(41.673827, -90.340916)",82,Scott,1081700,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76036,Midnight Moon Apple Pie,6,750,$11.00,$16.50,6,$99.00,4.50,1.19
S12882300017,06/17/2013,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77,Polk,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22786,Beam's 8 Star Bl Whiskey,12,750,$3.33,$4.99,12,$59.88,9.00,2.38
S20035900017,07/10/2014,2846,CVS Pharmacy #8443 / Cedar Rapids,3419 16th AVE SW,CEDAR RAPIDS,52404,"3419 16th AVE SW
CEDAR RAPIDS 52404
(41.963526, -91.716583)",57,Linn,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52318,Christian Bros Brandy,6,1750,$11.83,$17.74,1,$17.74,1.75,0.46
S25327100009,04/28/2015,4297,Discount Liquor / Cedar Rapids,2933  1ST AVE SE,CEDAR RAPIDS,52402,"2933 1ST AVE SE
CEDAR RAPIDS 52402
(42.006539, -91.634855)",57,Linn,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,$10.99,$16.49,6,$98.94,10.50,2.77
S26163200005,06/11/2015,4617,Lickety Liquor,2501 HUBBELL AVE,DES MOINES,50317,"2501 HUBBELL AVE
DES MOINES 50317
(41.607817, -93.570489)",77,Polk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,$7.49,$11.24,12,$134.88,9.00,2.38
S17229000037,02/05/2014,4273,Smokin' Joe's #4 Tobacco and Liquor,2800 E UNIVERSITY AVE,DES MOINES,50317,"2800 E UNIVERSITY AVE
DES MOINES 50317
(41.600563, -93.562136)",77,Polk,1062310,SPICED RUM,260,Diageo Americas,43244,Captain Morgan 100 Proof Spiced Rum,12,750,$10.00,$14.99,2,$29.98,1.50,0.40
S04378400016,03/05/2012,4328,Jr's On The Rocks,313 COLLEGE DR,DECORAH,52101,"313 COLLEGE DR
DECORAH 52101
(43.308556, -91.797663)",96,Winneshiek,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32238,Seagrams Extra Dry Gin,6,1750,$10.90,$16.35,6,$98.10,10.50,2.77
S11453500018,04/03/2013,4273,Smokin' Joe's #4 Tobacco and Liquor,2800 E UNIVERSITY AVE,DES MOINES,50317,"2800 E UNIVERSITY AVE
DES MOINES 50317
(41.600563, -93.562136)",77,Polk,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86881,Southern Comfort Mini,12,500,$4.70,$7.06,1,$7.06,0.50,0.13
S19028200005,05/19/2014,4104,Fareway Stores #491 / Mason City,400 NORTH DELAWARE AVE,MASON CITY,50401,"400 NORTH DELAWARE AVE
MASON CITY 50401
(43.155972, -93.199495)",17,Cerro Gordo,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,$11.75,$17.62,12,$211.44,12.00,3.17
S18878400017,05/12/2014,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)",43,Harrison,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37338,UV Vodka PET,6,1750,$7.99,$13.49,6,$80.94,10.50,2.77
S18070300056,03/25/2014,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 JOHNSON AVE NW,CEDAR RAPIDS,52405,"4825 JOHNSON AVE NW
CEDAR RAPIDS 52405
(41.968342, -91.733373)",57,Linn,1022100,TEQUILA,461,Campari(skyy),89139,Cabo Wabo Reposado,6,750,$20.76,$31.14,1,$31.14,0.75,0.20
S09468900054,12/13/2012,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 JOHNSON AVE NW,CEDAR RAPIDS,52405,"4825 JOHNSON AVE NW
CEDAR RAPIDS 52405
(41.968342, -91.733373)",57,Linn,1031200,VODKA FLAVORED,421,"Sazerac Co., Inc.",41146,Sweet Carolina Sweet Tea Flavored Vodka,12,750,$6.93,$10.90,2,$21.80,1.50,0.40
S22778800017,12/08/2014,3562,Wal-Mart 0797 / W Burlington,324 WEST AGENCY RD,WEST BURLINGTON,52655,"324 WEST AGENCY RD
WEST BURLINGTON 52655
(40.813125, -91.158406)",29,Des Moines,1081200,CREAM LIQUEURS,330,Gemini Spirits,80456,Ryan's Cream Liqueur,12,750,$5.70,$9.05,12,$108.60,9.00,2.38
S13480400070,07/22/2013,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1051010,AMERICAN GRAPE BRANDIES,85,Brown-Forman Corporation,52806,Korbel Brandy,12,750,$5.69,$8.54,2,$17.08,1.50,0.40
S11785400014,04/22/2013,3791,Pit Stop Liquor and Tobacco,111 E HARRISON ST,JEFFERSON,50129,"111 E HARRISON ST
JEFFERSON 50129
(42.014306, -94.374603)",37,Greene,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,$14.66,$21.99,1,$21.99,1.75,0.46
S21279800022,09/17/2014,3819,Quillins Decorah,915 SHORT ST,DECORAH,52101,"915 SHORT ST
DECORAH 52101
(43.291013, -91.797893)",96,Winneshiek,1701100,DECANTERS & SPECIALTY PACKAGES,305,MHW Ltd,40614,Rumchata w/Thermal Cup,6,750,$12.50,$18.75,6,$112.50,4.50,1.19
S04291200027,02/28/2012,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,"102 2ND AVE SE
OELWEIN 50662
(42.677024, -91.910502)",33,Fayette,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,35881,Pinnacle Marshmallow,12,750,$6.87,$10.81,3,$32.43,2.25,0.59
S24591100033,03/19/2015,5113,"Ray's Supermarket, Inc.",1975 FRANKLIN ST,WATERLOO,50703,"1975 FRANKLIN ST
WATERLOO 50703
(42.495394, -92.315218)",07,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,$5.78,$8.67,2,$17.34,1.50,0.40
S15897300012,11/22/2013,3631,Audubon Food Pride,104 MARKET ST PO BOX 206,AUDUBON,50025,"104 MARKET ST PO BOX 206
AUDUBON 50025
(41.723198, -94.936352)",05,Audubon,1081355,STRAWBERRY SCHNAPPS,65,Jim Beam Brands,82820,Dekuyper Strawberry Pucker,12,750,$6.30,$9.45,2,$18.90,1.50,0.40
S19538900017,06/16/2014,4970,Jeff's Market / West Liberty,"200, E 3RD ST",WEST LIBERTY,52776,"200, E 3RD ST
WEST LIBERTY 52776
(41.569916, -91.261587)",70,Muscatine,1012100,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,$14.75,$22.13,2,$44.26,1.50,0.40
S09044300099,11/17/2012,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70,Muscatine,1012100,CANADIAN WHISKIES,260,Diageo Americas,11293,Crown Royal Canadian Whisky,48,200,$4.47,$6.70,4,$26.80,0.80,0.21
S17321600038,02/11/2014,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,"901 KELLY ST
CHARLES CITY 50616
(43.066994, -92.675562)",34,Floyd,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81208,Paramount Peppermint Schnapps,6,1750,$7.08,$10.62,12,$127.44,21.00,5.55
S15279900018,10/22/2013,4868,Kum & Go #59 / Waukee,400 PRAIRIE BLUFF DR,WAUKEE,50263,"400 PRAIRIE BLUFF DR
WAUKEE 50263
",25,Dallas,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,$5.00,$7.50,8,$60.00,3.00,0.79
S27385800003,08/18/2015,4298,Terry's Food Center,305 CRISMAN ST,DYSART,52224,"305 CRISMAN ST
DYSART 52224
(42.171406, -92.30769)",86,Tama,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.80,6,$64.80,10.50,2.77
S28366900037,10/08/2015,2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,"1215 141 ST
PERRY 50220
(41.830538, -94.104717)",25,Dallas,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52582,E & J Vsop Superior Reserve,12,750,$7.00,$10.50,3,$31.50,2.25,0.59
S22528700015,11/21/2014,3696,Wal-Mart 1723 / Des Moines,5101 SE 14TH ST,DES MOINES,50315,"5101 SE 14TH ST
DES MOINES 50315
(41.537606, -93.596758)",77,Polk,1031100,100 PROOF VODKA,260,Diageo Americas,39866,Smirnoff Vodka 100 Prf,12,750,$8.75,$13.13,12,$157.56,9.00,2.38
S25995500027,06/03/2015,3964,Sioux Food Center of Sioux Rapids,621 HWY 71,SIOUX RAPIDS,50585,"621 HWY 71
SIOUX RAPIDS 50585
(42.888842, -95.152678)",11,Buena Vista,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,55087,Paramount Blackberry Brandy,12,1000,$6.53,$9.80,2,$19.60,2.00,0.53
S27369100002,08/17/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1012100,CANADIAN WHISKIES,260,Diageo Americas,10836,Crown Royal Black,12,750,$17.00,$25.50,1,$25.50,0.75,0.20
S14808900085,09/26/2013,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52,Johnson,1031080,VODKA 80 PROOF,301,Fifth Generation Inc.,38176,Titos Vodka,12,750,$9.64,$14.46,24,$347.04,18.00,4.76
S22644900006,12/01/2014,3811,Wal-Mart 1431 / Keokuk,300 NORTH PARK DR,KEOKUK,52632,"300 NORTH PARK DR
KEOKUK 52632
(40.418306, -91.407729)",56,Lee,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,$8.98,$13.47,12,$161.64,9.00,2.38
S04126600004,02/16/2012,3624,Wal-Mart 0748 / Newton,300 IOWA SPEEDWAY DR,NEWTON,50208,"300 IOWA SPEEDWAY DR
NEWTON 50208
(41.697436, -93.014458)",50,Jasper,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,$7.97,$11.95,12,$143.40,9.00,2.38
S11308900044,03/27/2013,4187,Jensen Liquor North,109  5TH ST,SIBLEY,51249,"109 5TH ST
SIBLEY 51249
(43.403935, -95.759951)",72,Osceola,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11771,Black Velvet Mini,10,600,$4.96,$7.44,1,$7.44,0.60,0.16
S24607000033,03/18/2015,3417,Big G Food Store,PO BOX 261  310 W DILLON,MARENGO,52301,"PO BOX 261 310 W DILLON
MARENGO 52301
",48,Iowa,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,$7.84,$11.76,6,$70.56,10.50,2.77
S16562500298,12/28/2013,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,"819 N GRAND AVE
SPENCER 51301
(43.145897, -95.14506)",21,Clay,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,55084,Paramount Blackberry Brandy,24,375,$3.55,$5.33,4,$21.32,1.50,0.40
S06249000068,06/26/2012,3732,North Scott Foods,425 E LECLAIRE RD,ELDRIDGE,52748,"425 E LECLAIRE RD
ELDRIDGE 52748
(41.654695, -90.577312)",82,Scott,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,65066,Goldschlager Cinnamon Schnapps,12,750,$12.50,$18.74,4,$74.96,3.00,0.79
S13404400002,07/17/2013,4694,Rina Mart LLC / Davenport,"3815, WEST KIMBERLY RD",DAVENPORT,52806,"3815, WEST KIMBERLY RD
DAVENPORT 52806
(41.561756, -90.63145)",82,Scott,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,$1.80,$2.69,24,$64.56,9.00,2.38
S18403100012,04/14/2014,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,"2323 W BROADWAY
COUNCIL BLUFFS 51501
(41.261925, -95.879662)",78,Pottawattamie,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41653,Uv Citruv (citrus) Vodka,12,750,$6.25,$9.49,12,$113.88,9.00,2.38
S22685000007,12/04/2014,4724,Walgreens #05942 / Newton,1204 1ST AVE EAST,NEWTON,50208,"1204 1ST AVE EAST
NEWTON 50208
(41.699223, -93.038091)",50,Jasper,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,$5.23,$7.85,12,$94.20,9.00,2.38
S19239200148,05/29/2014,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23,Clinton,1022100,TEQUILA,260,Diageo Americas,87485,Don Julio Blanco Tequila,6,750,$26.00,$39.00,2,$78.00,1.50,0.40
S14394100096,09/09/2013,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,"509 E PLATT
MAQUOKETA 52060
(42.069219, -90.661269)",49,Jackson,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,$4.54,$6.80,3,$20.40,1.12,0.30
S09696500015,12/26/2012,2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,"15500 HICKMAN
CLIVE 50325
(41.614714, -93.832155)",77,Polk,1012100,CANADIAN WHISKIES,260,Diageo Americas,10836,Crown Royal Black,12,750,$16.47,$24.70,12,$296.40,9.00,2.38
